ticker,ABN NA EQUITY,ACA FP EQUITY,ADM LN EQUITY,AGN NA EQUITY,AGS BB EQUITY,AIBG ID EQUITY,ALB SQ EQUITY,ALLN SE EQUITY,ALPHA GA EQUITY,ALV GY EQUITY,AMUN FP EQUITY,ARL GY EQUITY,ASHM LN EQUITY,ASRNL NA EQUITY,AT1 GY EQUITY,ATRS AV EQUITY,AV/ LN EQUITY,AZM IM EQUITY,BAER SW EQUITY,BALDB SS EQUITY,BALN SW EQUITY,BAMI IM EQUITY,BARC LN EQUITY,BBOX LN EQUITY,BBVA SQ EQUITY,BCP PL EQUITY,BCVN SE EQUITY,BEFB BB EQUITY,BEZ LN EQUITY,BIRG ID EQUITY,BKIA SQ EQUITY,BKT SQ EQUITY,BLND LN EQUITY,BME SQ EQUITY,BMPS IM EQUITY,BNB BB EQUITY,BNP FP EQUITY,BPE IM EQUITY,BPSO IM EQUITY,CABK SQ EQUITY,CAF FP EQUITY,CAPC LN EQUITY,CASS IM EQUITY,CAST SS EQUITY,CBG LN EQUITY,CBK GY EQUITY,CMBN SE EQUITY,CNP FP EQUITY,COFB BB EQUITY,COL SQ EQUITY,COV FP EQUITY,CS FP EQUITY,CSGN SW EQUITY,CVAL IM EQUITY,DANSKE DC EQUITY,DB1 GY EQUITY,DBK GY EQUITY,DEQ GY EQUITY,DEXB BB EQUITY,DLG LN EQUITY,DLN LN EQUITY,DNB NO EQUITY,DWNI GY EQUITY,EBS AV EQUITY,ECMPA NA EQUITY,EFGN SE EQUITY,ENX FP EQUITY,ETE GA EQUITY,EUROB GA EQUITY,EXO IM EQUITY,FABG SS EQUITY,FBK IM EQUITY,G IM EQUITY,GAM SE EQUITY,GBLB BB EQUITY,GFC FP EQUITY,GJF NO EQUITY,GLE FP EQUITY,GLJ GY EQUITY,GPOR LN EQUITY,HELN SE EQUITY,HL/ LN EQUITY,HMSO LN EQUITY,HNR1 GY EQUITY,HSBA LN EQUITY,HSX LN EQUITY,HUFVA SS EQUITY,ICAD FP EQUITY,ICP LN EQUITY,IGG LN EQUITY,IIA AV EQUITY,III LN EQUITY,IL0A ID EQUITY,INDUA SS EQUITY,INGA NA EQUITY,INTRUM SS EQUITY,INTU LN EQUITY,INVEB SS EQUITY,INVP LN EQUITY,IPF LN EQUITY,ISP IM EQUITY,JUP LN EQUITY,JYSK DC EQUITY,KBC BB EQUITY,KBCA BB EQUITY,KINVB SS EQUITY,KN FP EQUITY,KOMB CK EQUITY,LAND LN EQUITY,LEG GY EQUITY,LGEN LN EQUITY,LI FP EQUITY,LLOY LN EQUITY,LN EQUITY,LRE LN EQUITY,LSE LN EQUITY,LUNDB SS EQUITY,MAP SQ EQUITY,MB IM EQUITY,MF FP EQUITY,MLP GY EQUITY,MOBN SE EQUITY,MRL SQ EQUITY,MRO LN EQUITY,MTRO LN EQUITY,MUV2 GY EQUITY,NBG6 GY EQUITY,NDA SS EQUITY,NN NA EQUITY,OMU LN EQUITY,PARG SE EQUITY,PEO PW EQUITY,PFG LN EQUITY,PGHN SW EQUITY,PHNX LN EQUITY,PKO PW EQUITY,PRU LN EQUITY,PSPN SE EQUITY,PST IM EQUITY,PZU PW EQUITY,QLT LN EQUITY,RATOB SS EQUITY,RBI AV EQUITY,RBS LN EQUITY,RF FP EQUITY,RSA LN EQUITY,SAB SQ EQUITY,SAMPO FH EQUITY,SAN SQ EQUITY,SCR FP EQUITY,SDR LN EQUITY,SEBA SS EQUITY,SGRO LN EQUITY,SHB LN EQUITY,SHBA SS EQUITY,SLA LN EQUITY,SLHN SW EQUITY,SOF BB EQUITY,SPL PW EQUITY,SPSN SW EQUITY,SREN SW EQUITY,STAN LN EQUITY,STB NO EQUITY,STJ LN EQUITY,SWEDA SS EQUITY,SYDB DC EQUITY,TCAP LN EQUITY,TEG GY EQUITY,TELL GA EQUITY,TOP DC EQUITY,TPEIR GA EQUITY,TRYG DC EQUITY,UBI IM EQUITY,UBSG SW EQUITY,UCG IM EQUITY,UNI IM EQUITY,URW NA EQUITY,US IM EQUITY,UTG LN EQUITY,VATN SE EQUITY,VIG AV EQUITY,VNA GY EQUITY,VPBN SE EQUITY,WCMK GY EQUITY,WDP BB EQUITY,WHA NA EQUITY,ZURN SW EQUITY
2008-03-18,,17.0248,805.5,8.86,147.1,3125,38.71,130.939,318.7014,110.14,,17.229,246,,,7.1,584.5,6.0907,,11.5,88.2,44.1962,371.315,,12.9316,7.2426,44,73.2194,157.317,167.4741,,5.9075,751.928,29.9,4869.268,3000,56.4282,7.342,7.216,4.37,65,,15.4447,62.6884,552.5,106.0883,,18.5875,132.9701,248.1204,86.1455,20.2354,45.6288,794.9595,161.245,99.02,54.303,24.498,14830.6224,,1489,72.453,12.363,36.511,35.61,33.7,,38124.2071,17672.0401,,31.5,,27.46,16.1584,76.45,93.3921,,63.6823,7.017,452.18,69,178,339.302,30.98,697.149,344.668,64.25,89.04,791.869,333.25,54.952,479.178,1013.0901,102,16.3942,99.5,647.257,131.75,254.433,216.5,4.1529,,289.948,79.18,62.49,84.2033,5.6316,794,1449.548,,122.9,36.5332,206.614,,284,1107.217,83,3.0185,11.6857,72.6407,8.68,188.8365,,158.646,,111.08,62.5,72.9374,,,106.5,177,575.109,130,,38.7542,535.917,66,,,,94.75,75.634,,44.013,546.824,4.1816,16.5032,10.6558,13.68,866,77.9012,834.351,427.581,54.667,338.381,234.2,71.06,171,63.2,81.3,1297.07,36.5,230.5,134.414,166,445,5.89,71.36,80,158916.1424,77.7,13.6811,24.919,118.0406,31.2542,159.89,39.506,312.861,192,46.77,,207.9,0.412,6.0652,70.961,302.25
2008-03-19,,16.9694,800.5,8.93,148.2,3150,38.17,129.89,318.7014,110.94,,16.725,258.5,,,7.21,584.5,5.5424,,11.5,89.6,43.5975,380.311,,12.9892,7.3434,43.225,72.7399,153.007,169.2719,,5.8833,724.171,28.4,4790.8157,2975,59.0523,7.4572,6.97,4.41,63.45,,15.2388,61.6038,561,103.4511,,18.6425,131.8216,238.7574,84.4401,20.2549,47.4232,786.0151,156.156,98.94,55.219,23.891,15264.6893,,1470,70.554,11.771,36.611,35.13,33.9,,37603.1989,18041.4227,,30.375,,27.45,16.0797,75.86,91.6838,,59.1803,6.653,453.775,69.7,175.5,329.696,30.83,696.277,338.929,64.25,88.5,779.913,328.5,54.551,483.848,1045.5106,100,16.7551,96.75,636.69,129,256.237,213.5,3.9841,,281.584,79.86,62.19,82.3279,5.6382,792,1437.959,,123.2,36.0857,211.946,,286.25,1064.845,81.25,3.058,11.5714,71.7189,8.45,187.749,,161.001,,110.88,62.5,73.0167,,,105.5,183,571.817,133.4,,39.2155,543.634,65.95,,,,93,74.609,,43.383,539.722,4.2016,16.1879,10.8025,14.09,854.5,78.1592,829.63,431.776,54.833,331.048,236,70.95,171,62.47,83.05,1338.81,38,233.5,134,161.5,465.5,5.812,73.8,81,156549.6935,76.9,13.8417,25.097,115.3754,29.9969,157.28,39.1788,303.61,193.4,49.09,,199.5,0.454,6.0307,69.56,303.25
2008-03-20,,17.7999,781.5,8.92,150.9,3362.5,39.16,129.2224,318.7014,112.82,,15.978,260,,,6.58,591,5.633,,11.2917,88.8,41.8178,385.934,,12.97,7.7267,42,70.6998,149.655,185.7922,,6.0164,713.4,27,4799.5327,3019.97,59.7813,7.4269,6.97,4.14,62,,15.6171,60.5192,550,103.6909,,19.1375,131.0265,182.5792,83.9928,20.5969,44.402,774.9836,156.156,97.85,54.583,23.881,15942.919,,1438,70.554,11.348,36.283,34.06,32.9,,36108.132,17983.0991,,28.5,,27.13,15.664,75,90.3073,,58.1283,7.243,449.445,68.8,166.25,329.077,31.75,702.813,341.081,62.25,88,759.803,306,52.221,487.273,1121.2861,98.5,17.2158,96,620.178,126.25,258.242,209,4.0713,,281.584,79.88,61.47,82.8906,6.1316,766,1415.748,,124.5,34.7435,215.295,,288,1037.21,81.75,3.0876,11.5714,72.4623,8.53,186.3649,,158.94,,115.94,62.5,71.4294,,,104,183,568.89,130,,38.4312,544.491,64,,,,91.5,74.868,,43.131,545.048,4.3483,16.5229,11.0226,14.75,849.5,76.2245,811.604,431.013,54.167,327.905,237.1,69.72,172,63.2,83.3,1349.25,38,222.75,132.346,161.5,435.25,5.91,73.68,81,150178.4851,76.9,14.0425,24.83,110.2049,29.3771,152.32,38.5392,291.679,191.4,51.9,,190.9,0.426,6.1245,67.5587,306.25
2008-03-21,,17.7999,781.5,8.92,150.9,3362.5,39.16,129.2224,318.7014,112.82,,15.978,260,,,6.58,591,5.633,,11.2917,88.8,41.8178,385.934,,12.97,7.7267,42,70.6998,149.655,185.7922,,6.0164,713.4,27,4799.5327,3019.97,59.7813,7.4269,6.97,4.14,62,,15.6171,60.5192,550,103.6909,,19.1375,131.0265,182.5792,83.9928,20.5969,44.402,774.9836,156.156,97.85,54.583,23.881,15942.919,,1438,70.554,11.348,36.283,34.06,32.9,,36108.132,17983.0991,,28.5,,27.13,15.664,75,90.3073,,58.1283,7.243,449.445,68.8,166.25,329.077,31.75,702.813,341.081,62.25,88,759.803,306,52.221,487.273,1121.2861,98.5,17.2158,96,620.178,126.25,258.242,209,4.0713,,281.584,79.88,61.47,82.8906,6.1316,777,1415.748,,124.5,34.7435,215.295,,288,1037.21,81.75,3.0876,11.5714,72.4623,8.53,186.3649,,158.94,,115.94,62.5,71.4294,,,104,183,568.89,130,,38.4312,544.491,64,,,,91.5,74.868,,43.131,545.048,4.3483,16.5229,11.0226,14.75,849.5,76.2245,811.604,431.013,54.167,327.905,237.1,69.72,172,63.2,83.3,1349.25,38,222.75,132.346,161.5,435.25,5.91,73.68,81,150178.4851,76.9,14.0425,24.83,110.2049,29.3771,152.32,38.5392,291.679,191.4,51.9,,190.9,0.426,6.1245,67.5587,306.25
2008-03-24,,17.7999,781.5,8.92,150.9,3362.5,39.16,129.2224,318.7014,112.82,,15.978,260,,,6.58,591,5.633,,11.2917,88.8,41.8178,385.934,,12.97,7.7267,42,70.6998,149.655,185.7922,,6.0164,713.4,27,4799.5327,3019.97,59.7813,7.4269,6.97,4.14,62,,15.6171,60.5192,550,103.6909,,19.1375,131.0265,182.5792,83.9928,20.5969,44.402,774.9836,156.156,97.85,54.583,23.881,15942.919,,1438,70.554,11.348,36.283,34.06,32.9,,36108.132,17983.0991,,28.5,,27.13,15.664,75,90.3073,,58.1283,7.243,449.445,68.8,166.25,329.077,31.75,702.813,341.081,62.25,88,759.803,306,52.221,487.273,1121.2861,98.5,17.2158,96,620.178,126.25,258.242,209,4.0713,,281.584,79.88,61.47,82.8906,6.1316,777,1415.748,,124.5,34.7435,215.295,,288,1037.21,81.75,3.0876,11.5714,72.4623,8.53,186.3649,,158.94,,115.94,62.5,71.4294,,,104,183,568.89,130,,38.4312,544.491,64,,,,91.5,74.868,,43.131,545.048,4.3483,16.5229,11.0226,14.75,849.5,76.2245,811.604,431.013,54.167,327.905,237.1,69.72,172,63.2,83.3,1349.25,38,222.75,132.346,161.5,435.25,5.91,73.68,81,150178.4851,76.9,14.0425,24.83,110.2049,29.3771,152.32,38.5392,291.679,191.4,51.9,,190.9,0.426,6.1245,67.5587,306.25
2008-03-25,,18.658,797.5,9.42,157.4,3442.5,39.9,130.0807,318.7014,120.27,,17.85,266.75,,,7.28,635.5,5.9296,,11.3333,92.95,44.9211,412.922,,13.4311,8.2311,42.5,72.6553,151.331,189.4066,,6.1615,748.2,28.64,4939.0033,3117,62.4443,7.4875,7.257,4.4,62.5,,16.3515,63.9899,586,112.9212,,19.45,133.2155,208.3275,85.8566,21.9453,47.1943,797.0465,164.484,105.65,57.091,25.011,16594.0195,,1485,73.972,11.739,37.725,36.24,34.6,,36108.132,17983.0991,,31.25,,28.08,16.6303,76.65,92.2988,,60.9527,7.09,448.989,72.8,173.25,343.95,32.99,720.678,345.744,64,89.79,815.24,318.25,54.711,519.343,1222.9596,104,18.0912,102.75,643.294,132.75,284.909,202,4.2233,,300.635,82.98,64.67,84.3908,6.5461,784,1470.794,,129.1,36.7666,228.937,,283.75,1116.429,84.875,3.127,12.4638,77.1603,8.96,187.749,,158.94,,120.34,62.5,75.3977,,,107.4,192.5,607.669,137.4,,40.452,567.214,66,,,,94.75,78.947,,44.9236,571.679,4.6151,17.1337,11.4903,15.22,916.5,81.7705,860.103,427.199,56.667,352.698,246.4,72.3,179,65.08,87.95,1436.73,39.4,248,139.376,166.5,465,5.91,73.68,79.4,150178.4851,80,14.5646,26.858,113.6963,32.9187,159.75,40.577,305.07,194,52.9,,205,0.55,6.1162,69.3077,317.5
2008-03-26,,18.0582,810,9.21,156.9,3366.75,40.52,130.939,324.5432,119.42,,18.453,260,,,7.05,601,5.8381,,11.3333,94.4,45.361,400.103,,13.3831,8.0697,42.2,72.5989,153.247,183.4646,,6.1131,760.628,30.34,4925.0562,3060,61.8125,7.7604,7.339,4.32,61.99,,16.3515,65.0744,609,114.1199,,19.435,133.0879,217.6906,85.7355,21.9843,46.1873,785.22,163.327,103.74,55.965,24.584,16187.0817,,1462,73.403,11.549,37.138,35.91,34.05,,36923.623,18177.511,,31.125,,28.09,16.3831,76.25,92.0059,,60.2703,7.367,448.077,71.75,182,341.161,32.8,708.042,340.005,63.5,91.84,826.109,313.5,54.069,512.804,1208.5718,102.5,17.7533,102.75,635.369,132.25,275.886,210,4.1529,,293.665,81.87,63.8,84.2033,6.4934,772,1459.205,,125.9,37.039,229.061,,283.25,1158.802,83.375,3.127,12.2476,75.4357,8.98,186.1671,,159.529,,121.68,62.5,74.9215,,,107.8,192,609.499,138,,40.5996,559.926,66.35,,,,95.25,79.943,,45.4162,564.578,4.595,16.8973,11.5086,15.2,927.5,80.7387,848.086,429.106,57.333,341.175,250.25,71.89,179.9,65.52,87.95,1411.05,38.65,251.5,137.722,164.5,461.5,6.017,73.88,78.2,158552.0733,79.3,14.3433,26.093,111.5375,33.2906,161.18,38.7474,304.096,193.4,50.55,,203,0.467,6.0996,69.5774,313.5
2008-03-27,,17.9936,825.5,9.43,159,3375,42.1,131.6066,324.5432,122.46,,19.056,275.75,,,7.25,613,5.9855,,11.3333,96.4,44.8723,407.75,,13.5176,8.1706,44.2,72.5331,153.007,184.6946,,6.234,773.885,30.67,4973.8709,3094.98,62.8136,8.0938,7.544,4.44,61.5,,16.7076,65.0744,610.5,116.6972,,19.4175,133.5885,224.7128,86.7606,22.6194,46.5992,809.9662,165.409,103.77,56.587,25.096,16223.254,,1530,73.877,10.935,39.794,36.08,34.95,,37942.9868,18294.1581,,32.125,,28.24,16.4056,76.8,91.9278,,61.3982,7.483,473.148,74.45,188.25,346.739,33.65,715.449,350.048,63.5,92.63,869.589,345.25,54.31,522.456,1227.7555,104.75,18.0067,104.5,645.276,135,282.703,228,4.2139,,298.311,81.95,64.9,86.2662,6.7105,772.6,1483.348,,127.2,37.4377,227.945,,282,1150.511,86.875,3.1764,12.381,78.7263,9.16,187.8479,,168.653,,123.92,62.5,77.2231,,,109.4,195.8,626.327,139,,41.5592,567.643,66.4,,,,98.5,83.668,,46.0748,581,4.6551,17.0943,11.7012,15.42,953.5,82.5443,874.696,446.27,58.667,347.81,268.25,73.75,183,65.81,87.9,1440.75,40.15,265.25,141.031,169.25,479.25,6.105,73.76,80,166561.5925,80.7,14.6075,26.413,113.2432,34.778,161.27,39.4168,312.861,194,48.26,,219.2,0.481,6.0652,70.3606,314.25
2008-03-28,,17.9475,818,9.51,159.7,3312.5,42.05,131.4159,336.5513,126.06,,19.209,291.75,,,7.21,612.5,6.0148,,11.3333,97.5,46.9737,404.601,,13.4792,8.3521,43.85,71.4613,148.458,179.7745,,6.1252,747.785,31.4,4919.8261,3090,62.6775,8.306,7.6014,4.4,61.75,,16.9468,63.1222,614.5,120.653,,19.4725,133.3529,224.7128,85.6516,22.7074,46.5077,825.6686,164.484,102.96,56.221,24.963,16069.5219,,1492,73.592,10.267,41.874,35.31,34,,38985.0032,18527.4524,,32,,28.6,16.2595,76.45,92.25,,60.7726,7.333,464.487,73.5,184,335.894,33.1,717.192,344.309,62.5,94.4,857.632,336,53.908,522.145,1179.7963,104.5,18.1526,102.5,630.746,135.5,279.094,224.5,4.2186,,298.311,82.49,65.38,84.7659,6.6447,779.8,1445.685,,126.4,37.4183,223.852,,285.5,1159.723,85.5,3.1369,12.5143,78.8353,9.16,187.8479,,170.714,,123.84,62.5,76.2707,,,109.9,196.9,619.376,142.3,,41.4762,576.646,67.05,,,,98,84.272,,45.6968,576.562,4.6351,17.0648,11.6553,15.25,950,82.5443,861.82,442.456,58.667,341.873,272.5,73.38,181.4,65.81,86.7,1416.67,40.3,260,141.858,172.25,487,6.154,73.84,79.7,176573.4915,81.8,14.3888,25.773,114.0694,34.3176,159.2,39.149,311.401,194,48.9,,230,1.045,6.0238,70.7869,313
2008-03-31,,18.0859,803,9.32,159.6,3375,41.63,133.4186,340.7703,125.48,,18.606,280.5,,,7.21,617.5,6.0102,,11.2083,98.7,42.7341,407.525,,13.4023,8.3118,43,72.3921,152.768,178.2606,,6.0768,760.214,30.94,4886.7018,3086.02,62.0944,8.4273,7.6014,4.35,61.5,,17.2306,62.9053,617,118.6751,,19.52,134.4229,220.0313,86.9003,22.4631,46.2788,820.1032,161.245,102.03,55.693,25.229,16322.7277,,1518,73.403,9.86,40.839,35.39,34,,37852.3767,18702.4231,,31.75,,28.48,16.4505,77.29,92.25,,58.7822,7.333,482.72,74.8,178.75,345.19,33.02,723.292,343.233,62.5,94.26,849.48,327.25,55.113,516.852,1187.4698,104.5,18.2141,105.75,644.285,133.75,271.475,228,4.1876,,294.594,82.14,65.16,84.5784,6.704,763,1457.274,,126.4,37.8074,223.728,,281,1112.744,85,3.1369,12.3714,78.8155,9.02,192.198,,169.536,,123.88,62.49,76.4295,,,110.7,197.3,619.376,144.3,,41.5223,570.644,67.05,,,,100,82.691,,46.3898,571.236,4.6351,16.8973,11.5728,15.12,938,80.2228,872.12,440.549,57.667,343.968,276,73.21,184.5,65.81,86.75,1382.15,40.1,259,137.722,171.75,476.25,5.812,72.84,79.5,177301.6296,83,14.4825,25.666,112.9234,34.8488,162.55,39.0301,319.435,194.1,48.53,,219.3,0.949,6.1203,67.9938,312.75
2008-04-01,,19.5715,805,9.95,164.6,3542.5,43.99,133.5139,348.5594,132.22,,19.803,306.5,,,7.2,642.5,6.1521,,11.4583,102.5,46.0085,431.814,,13.9499,8.7153,44.9,76.7356,158.275,186.3978,,6.3005,791.7,32.7,5048.8364,3125,65.8459,8.8517,7.667,4.41,61.96,,17.9427,69.4127,646,127.6057,,20.615,138.8009,215.3498,87.6459,23.9678,49.9408,822.7865,166.566,102.84,57.853,26.121,16973.8281,,1601,75.682,10.142,42.401,37.2,34.5,,38690.5203,18916.2761,,35.625,,28.79,17.327,78.23,92.2988,,64.3553,7.58,500.041,78.2,180,351.077,35.26,750.306,356.503,64,95.5,887.524,359,56.398,540.204,1232.6474,108.75,19.1432,102.25,669.053,140.25,287.114,225,4.3564,,305.281,85.16,67.52,86.8288,7.2303,788,1543.223,,131.3,39.3053,238.238,,283,1180.909,95,3.2257,12.7905,82.8098,9.41,187.3535,,171.302,,128.87,62.8,80.3978,,,112.9,201,664.375,150,,42.8233,589.508,66.45,,,,105,86.139,,47.4894,603.637,4.7351,17.3308,12.1047,15.5,983,84.092,912.465,450.085,59.5,360.381,290.5,73.7,187.4,65.42,92.9,1449.58,41,274.25,145.994,181,490.25,6.086,74.04,83.2,183308.7691,84.3,14.7315,28.815,120.7057,35.5749,169.87,41.3504,335.748,194.9,49.6,,234.9,0.962,6.3312,70.0212,329.5
2008-04-02,,20.0145,802.5,10.29,166.3,3617.5,44.13,132.5603,361.8657,134.48,,21.244,316.25,,,7.35,664,6.1173,,11.6667,105.5,48.1426,453.405,,14.2286,8.8565,46.875,76.2843,158.754,189.2363,,6.4215,785.485,32.62,5137.7489,3147,67.9063,9.0942,7.708,4.45,61.55,,18.2209,67.2436,666,135.3975,,21.1025,137.3481,227.0536,88.4659,24.857,52.8247,831.8303,169.111,104.46,59.282,26.681,16612.1056,,1560,77.201,10.24,44.023,38.25,37,,41001.0783,19810.5708,,35.25,,29,17.518,79.61,94.0852,,65.758,7.343,495.027,78.8,185,353.866,34.29,754.228,356.503,66.75,97.2,894.046,358.5,57.684,551.724,1276.6739,111.5,19.6116,104,674.997,144.5,307.565,228,4.4831,,300.635,87.16,67.99,87.3914,7.4408,800,1542.257,,136,40.0056,239.726,,290,1227.888,96.125,3.2257,13.019,84.1776,9.63,191.3082,,174.834,,131.08,66,82.6994,,,114.5,203.3,685.96,151.9,,42.5373,602.799,67.8,,,,106.25,91.693,,47.8387,618.728,4.6551,17.6756,12.3248,15.43,1030,86.9295,911.606,450.848,61.5,368.762,287.25,74.29,185.2,64.7,92.4,1474.46,42.6,284.5,147.234,186,493.25,5.978,74.36,80.1,192410.4954,84.5,14.8681,30.238,125.6896,35.7165,169.41,41.6628,331.852,193.3,49.2,,234,1.017,6.2113,70.7434,336.5
2008-04-03,,19.2301,791,9.97,162.8,3487.5,43.83,128.7456,352.1294,131.58,,20.398,310.75,,,7.34,642.5,6.0953,,11.8333,102.8,49.1811,438.112,,14.1325,8.8161,47,76.3407,157.796,177.0684,,6.2764,755.657,32.55,5085.4474,3084.15,66.6331,9.0942,7.79,4.43,61.54,,17.7424,65.9421,641,130.9622,,20.24,134.629,222.3721,87.3477,23.9874,51.3599,816.1279,164.484,102,58.373,26.083,16277.5123,,1499,74.257,10.343,42.282,36.89,35.3,,40706.5954,19441.1882,,34.5,,28.94,17.3045,78.32,93.9973,,64.1089,7.417,472.236,78.15,178,347.669,33.85,743.335,352.917,64.5,97,859.806,348.5,56.238,540.515,1202.529,108.5,19.2814,101.25,653.862,144,297.54,227.75,4.453,,310.857,84.43,65.5,85.7036,6.75,805,1506.526,,128.9,39.1204,229.557,,285.25,1181.83,95.625,3.1468,12.7648,84.9408,9.35,188.3422,,175.129,,127.69,66,81.6676,,,115,203,661.083,151,,41.3378,583.077,66.35,,,,105.75,89.634,,47.7242,597.423,4.6151,17.4884,12.2606,15.26,1000,85.3818,898.73,445.508,60.5,359.683,284.5,74.35,179.9,64.46,90.7,1450.38,42.05,270.25,144.339,182,474,6.223,73.56,79.2,183308.7691,84.6,14.752,28.815,124.7834,34.9374,165.99,40.458,329.174,196,49.7,,226.8,0.976,6.2016,68.7595,328.25
2008-04-04,,19.3132,799,10.38,163.9,3487.5,43.75,129.0317,356.0239,133.08,,20.524,311,,,7.38,651,6.2446,,11.8333,104,49.8979,440.361,,14.1709,8.5539,47.5,75.9177,154.444,181.875,,6.1796,745.3,32.5,5061.0401,3038,66.6234,9.0032,7.831,4.49,61.51,,18.3489,65.5083,674,132.2808,,20.995,132.5283,217.6906,86.2107,24.2121,51.543,818.5131,164.253,101.54,58.319,25.998,16476.4597,,1483,74.542,10.235,42.282,36.47,37.45,,40887.8157,19149.5704,,31.625,,29.19,17.2596,79.09,93.6361,,63.7866,7.86,454.231,79.25,180,347.669,34.06,741.156,354.351,64.5,97.01,867.958,352.5,56.318,549.233,1203.7759,107.75,19.6116,100.75,646.927,138.75,301.751,237,4.4512,,315.968,85.85,66.74,85.7036,6.8421,795.6,1491.074,,133,39.2761,226.952,,287,1225.124,94.125,3.2257,12.9029,84.5542,10.46,188.2433,,176.012,,128.31,67,77.5406,,,115.2,203.5,659.254,152.5,,42.0114,585.65,66.5,,,,105,90.017,,48.1079,608.963,4.6017,17.8333,12.2514,15.18,1037,84.6079,897.014,439.023,59.667,365.27,294.25,73.65,179,64.84,91.45,1449.58,43.2,275.25,144.753,182.5,484.25,6.389,73.68,79.8,182944.7,81.7,14.8154,29.757,125.7429,35.2561,164.74,40.9191,327.47,194.2,49.2,,225.5,0.825,6.1038,67.8719,334.25
2008-04-07,,19.8207,800,10.41,168,3525,44,128.7456,347.5858,133.21,,20.659,312.25,,,7.59,652.5,6.4359,,11.7917,105.6,50.1219,437.212,,14.315,8.7659,47.05,75.7672,156.599,181.2884,,6.1796,743.228,32.88,5081.9607,3084.01,68.2367,8.8213,7.708,4.46,62.5,,18.2654,65.9421,686,134.6183,,21.0175,131.8216,224.7128,85.5957,24.1388,52.962,801.8169,167.029,104.46,59.22,25.817,16982.8712,,1453,75.682,10.045,43.933,35.65,37.5,,41861.8744,19596.7177,,32,,29.12,17.0011,78.87,93.275,,65.3979,8.233,453.091,78.55,180,347.359,33.81,746.385,356.862,64.5,98.5,887.524,361.5,56.8,557.328,1227.7555,109,19.7921,101,665.09,139.75,311.976,236,4.5093,,309.928,86.53,67.62,87.954,6.9671,806.6,1469.828,,135.3,38.4201,228.937,,288.25,1273.945,95.625,3.206,12.8743,85.9716,10.69,185.6728,,172.48,,127.63,67.25,78.5723,,,115.7,208.4,655.595,152.5,,42.8787,597.654,66.3,,,,106.25,91.071,,48.2053,608.075,4.595,18.3653,12.3431,15.24,1076,85.8977,885.855,439.405,61.667,379.937,299.75,74.35,179.9,65.23,92.35,1448.77,44,277.25,147.234,188.5,493.25,6.252,74.12,81.1,185129.1143,82.5,14.8805,31.483,127.955,36.1592,165.14,40.6365,330.635,193.8,48.45,,229.5,0.797,6.0859,68.22,334.25
2008-04-08,,19.6546,796,10.415,169.4,3485,43.7,128.9363,344.0158,131.89,,19.993,309.5,,,7.58,653,6.2327,,11.7917,104.6,50.4029,429.79,,14.2574,8.6986,46.9,75.6826,159.951,179.2068,,6.0466,740.742,32.2,4933.7731,3099,67.7216,8.7607,7.708,4.44,62.5,,18.2932,66.5928,677,132.3407,,20.8875,132.5185,222.3721,85.2695,24.0264,52.7331,796.0527,164.947,98.62,59.103,26.226,16503.5889,,1399,74.732,10.039,43.784,36.14,37.2,,39551.3164,19188.4528,,32.125,,29.38,16.7427,78.3,93.0211,,65.0661,8.133,446.482,78,179,344.26,34.07,746.821,354.71,65,98.06,862.524,353.75,56.157,550.167,1208.5718,109,19.8151,102.5,678.299,136.75,312.577,230,4.5093,,310.393,86.01,66.95,86.2662,6.8158,798,1475.623,,134.1,37.9338,226.704,,288,1216.834,94.625,3.2158,12.9238,83.5631,10.75,189.7263,,176.306,,126.48,67.25,78.0961,,,115.6,199.4,629.986,149.2,,41.7899,593.367,66.4,,,,105.25,89.184,,47.6555,605.856,4.495,18.3555,12.1964,15.19,1049,86.1556,878.988,442.838,61.167,370.159,296.25,74.29,177.8,65.13,91.95,1443.16,43.25,273.5,145.167,187.5,492,6.037,73.84,81.4,183490.8036,81.6,14.7253,31.696,129.0211,35.9821,167.68,39.982,327.713,194.2,47,,239,0.921,6.112,68.8291,318.75
